item_id,name,category,subcategory,width_cm,depth_cm,height_cm,mass_kg,temp_requirement,lot_number,current_location,orientation_allowed,hazardous_class,tags_id,priority,expiry_date,maximum_uses,current_uses,usage_remaining,usage_frequency,preferred_zone,status
000226,Sample_Storage_Containers_017,Scientific_Research_Supplies,Sample_Storage_Containers,46.2,61.6,8.8,2.08,AMBIENT,LOT2026-937,,True,NONE,"[""BAR711248"", ""RFID46242"", ""QR4187""]",73,N/A,,0,,0.24,Lab,ACTIVE
000227,Sample_Storage_Containers_018,Scientific_Research_Supplies,Sample_Storage_Containers,22.3,45.4,35.7,10.21,WARM,LOT2026-980,,False,NONE,"[""BAR370211""]",76,N/A,,0,,0.3,Lab,ACTIVE
000228,Sample_Storage_Containers_019,Scientific_Research_Supplies,Sample_Storage_Containers,49.4,63.9,46.7,19.24,AMBIENT,LOT2026-883,,True,NONE,"[""BAR128679"", ""RFID43792"", ""QR4610""]",84,N/A,,0,,0.34,Lab,ACTIVE
000229,Sample_Storage_Containers_020,Scientific_Research_Supplies,Sample_Storage_Containers,76.9,46.2,5.5,16.69,AMBIENT,LOT2025-690,,False,NONE,"[""BAR885161"", ""QR3924""]",70,N/A,,0,,0.25,Lab,ACTIVE
000230,Sample_Storage_Containers_021,Scientific_Research_Supplies,Sample_Storage_Containers,28.8,76.3,42.6,18.23,AMBIENT,LOT2024-754,,True,NONE,"[""BAR353814"", ""QR4322""]",86,N/A,,0,,0.42,Lab,PLANNED
000231,Sample_Storage_Containers_022,Scientific_Research_Supplies,Sample_Storage_Containers,64.5,18.4,9.3,19.13,AMBIENT,LOT2026-981,,False,NONE,"[""BAR144316""]",86,N/A,,0,,0.17,Lab,WASTE_EXPIRED
000232,Sample_Storage_Containers_023,Scientific_Research_Supplies,Sample_Storage_Containers,50.2,29.2,15.1,15.36,AMBIENT,LOT2024-769,,True,NONE,"[""BAR704677"", ""RFID78909""]",87,N/A,,0,,0.25,Lab,ACTIVE
000233,Sample_Storage_Containers_024,Scientific_Research_Supplies,Sample_Storage_Containers,37.6,58.0,14.6,19.54,AMBIENT,LOT2026-009,,True,NONE,"[""BAR112394"", ""RFID59732""]",88,N/A,,0,,0.18,Lab,ACTIVE
000234,Sample_Storage_Containers_025,Scientific_Research_Supplies,Sample_Storage_Containers,48.4,26.6,30.9,12.38,AMBIENT,LOT2025-216,,True,NONE,"[""BAR539450"", ""RFID58799""]",78,N/A,,0,,0.21,Lab,ACTIVE
000235,Sample_Storage_Containers_026,Scientific_Research_Supplies,Sample_Storage_Containers,78.5,58.0,49.8,14.5,AMBIENT,LOT2025-201,,True,NONE,"[""BAR252928""]",70,N/A,,0,,0.25,Lab,ACTIVE
000236,Sample_Storage_Containers_027,Scientific_Research_Supplies,Sample_Storage_Containers,19.4,72.5,39.7,10.82,AMBIENT,LOT2025-257,,True,NONE,"[""BAR689444"", ""QR2621""]",75,N/A,,0,,0.35,Lab,ACTIVE
000237,Sample_Storage_Containers_028,Scientific_Research_Supplies,Sample_Storage_Containers,43.4,54.1,29.7,6.89,AMBIENT,LOT2026-955,,True,NONE,"[""BAR949363"", ""RFID12599""]",78,N/A,,0,,0.19,Lab,ACTIVE
000238,Sample_Storage_Containers_029,Scientific_Research_Supplies,Sample_Storage_Containers,50.4,55.5,34.6,19.59,AMBIENT,LOT2026-523,,True,NONE,"[""BAR611174"", ""RFID68580""]",73,N/A,,0,,0.2,Lab,ACTIVE
000239,Sample_Storage_Containers_030,Scientific_Research_Supplies,Sample_Storage_Containers,20.1,21.7,49.4,6.95,AMBIENT,LOT2024-082,,True,NONE,"[""BAR269868"", ""RFID51088""]",80,N/A,,0,,0.16,Lab,ACTIVE
000240,Sample_Storage_Containers_031,Scientific_Research_Supplies,Sample_Storage_Containers,29.0,41.1,52.5,7.45,N/A,LOT2025-172,,True,NONE,"[""BAR292818"", ""QR4844""]",88,N/A,,0,,0.34,Lab,DISPOSED
000241,Sample_Storage_Containers_032,Scientific_Research_Supplies,Sample_Storage_Containers,15.6,21.7,10.7,1.56,AMBIENT,LOT2024-790,,True,NONE,"[""BAR516297"", ""RFID20911"", ""QR3544""]",85,N/A,,0,,0.06,Lab,WASTE
000242,Sample_Storage_Containers_033,Scientific_Research_Supplies,Sample_Storage_Containers,26.1,61.6,29.4,2.79,AMBIENT,LOT2024-036,,False,NONE,"[""BAR795781"", ""RFID52624""]",88,N/A,,0,,0.24,Lab,SCHEDULED
000243,Sample_Storage_Containers_034,Scientific_Research_Supplies,Sample_Storage_Containers,48.4,19.5,57.2,10.92,AMBIENT,LOT2026-899,,True,NONE,"[""BAR691380"", ""RFID93858""]",84,N/A,,0,,0.17,Lab,ACTIVE
000244,Sample_Storage_Containers_035,Scientific_Research_Supplies,Sample_Storage_Containers,66.3,40.9,25.1,5.42,COLD,LOT2026-835,,False,NONE,"[""BAR895128""]",74,N/A,,0,,0.25,Lab,ACTIVE
000245,Sample_Storage_Containers_036,Scientific_Research_Supplies,Sample_Storage_Containers,76.3,43.4,5.5,8.78,AMBIENT,LOT2024-562,,True,NONE,"[""BAR491794"", ""RFID83472""]",73,N/A,,0,,0.14,Lab,IN_USE
000246,Sample_Storage_Containers_037,Scientific_Research_Supplies,Sample_Storage_Containers,68.0,25.4,9.4,12.62,AMBIENT,LOT2026-827,,True,NONE,"[""BAR827632"", ""RFID47313""]",88,N/A,,0,,0.28,Lab,ACTIVE
000247,Data_Storage_Devices_001,Scientific_Research_Supplies,Data_Storage_Devices,22.8,30.3,40.0,12.47,AMBIENT,LOT2025-193,,True,NONE,"[""BAR436219"", ""RFID16505""]",72,N/A,,0,,0.03,Lab,BROKEN
000248,Data_Storage_Devices_002,Scientific_Research_Supplies,Data_Storage_Devices,18.8,40.7,5.5,2.08,AMBIENT,LOT2025-431,,True,NONE,"[""BAR426711"", ""RFID75325""]",55,N/A,,0,,0.24,Lab,IN_USE
000249,Data_Storage_Devices_003,Scientific_Research_Supplies,Data_Storage_Devices,69.0,76.6,8.1,15.58,AMBIENT,LOT2024-197,,True,NONE,"[""BAR982417"", ""RFID60014""]",59,N/A,,0,,0.08,Lab,IN_USE
000250,Data_Storage_Devices_004,Scientific_Research_Supplies,Data_Storage_Devices,64.0,41.0,45.6,0.96,AMBIENT,LOT2024-534,,True,NONE,"[""BAR798359""]",84,N/A,,0,,0.35,Lab,ACTIVE
000251,Data_Storage_Devices_005,Scientific_Research_Supplies,Data_Storage_Devices,54.0,13.0,56.6,10.56,AMBIENT,LOT2025-204,,True,NONE,"[""BAR477934""]",71,N/A,,0,,0.12,Lab,ACTIVE
000252,Oxygen_Tanks_001,Essential_Supplies,Oxygen_Tanks,32.6,124.3,136.9,48.71,COLD,LOT2025-705,,False,PRESSURIZED,"[""BAR725173"", ""RFID21728"", ""QR9190""]",80,N/A,,0,,0.06,Life_Support,ACTIVE
000253,Oxygen_Tanks_002,Essential_Supplies,Oxygen_Tanks,199.5,103.1,32.0,78.06,AMBIENT,LOT2024-325,,True,NONE,"[""BAR685472"", ""RFID55523""]",99,N/A,,0,,0.23,Life_Support,ACTIVE
000254,Oxygen_Tanks_003,Essential_Supplies,Oxygen_Tanks,90.9,41.8,199.7,59.27,AMBIENT,LOT2025-195,,True,NONE,"[""BAR694229"", ""RFID55569""]",93,N/A,,0,,0.24,Life_Support,SCHEDULED
000255,Oxygen_Tanks_004,Essential_Supplies,Oxygen_Tanks,176.3,45.0,126.2,55.03,AMBIENT,LOT2026-519,,True,NONE,"[""BAR497455"", ""RFID12453""]",81,N/A,,0,,0.19,Life_Support,ACTIVE
000256,Oxygen_Tanks_005,Essential_Supplies,Oxygen_Tanks,40.8,145.9,183.8,24.4,AMBIENT,LOT2025-331,,True,NONE,"[""BAR529711"", ""RFID24478"", ""QR2092""]",96,N/A,,0,,0.04,Life_Support,WASTE
000257,Oxygen_Tanks_006,Essential_Supplies,Oxygen_Tanks,35.3,38.4,58.3,5.75,AMBIENT,LOT2026-605,,True,NONE,"[""BAR368371"", ""RFID38930""]",89,N/A,,0,,0.05,Life_Support,WASTE
000258,Oxygen_Tanks_007,Essential_Supplies,Oxygen_Tanks,113.5,136.2,36.0,96.52,AMBIENT,LOT2025-842,,True,NONE,"[""BAR486996"", ""RFID17641""]",68,N/A,,0,,0.15,Life_Support,ACTIVE
000259,Oxygen_Tanks_008,Essential_Supplies,Oxygen_Tanks,81.7,143.1,212.1,13.46,AMBIENT,LOT2026-673,,True,NONE,"[""BAR360846"", ""RFID33448""]",79,N/A,,0,,0.29,Life_Support,IN_USE
000260,Oxygen_Tanks_009,Essential_Supplies,Oxygen_Tanks,128.0,109.3,160.5,52.39,AMBIENT,LOT2025-517,,True,NONE,"[""BAR453907"", ""RFID79979""]",71,N/A,,0,,0.23,Life_Support,ACTIVE
000261,Oxygen_Tanks_010,Essential_Supplies,Oxygen_Tanks,198.5,65.6,94.3,92.17,AMBIENT,LOT2024-577,,True,NONE,"[""BAR672130"", ""RFID82120""]",92,N/A,,0,,0.14,Life_Support,LOST
000262,Oxygen_Tanks_011,Essential_Supplies,Oxygen_Tanks,97.5,115.8,216.6,72.3,AMBIENT,LOT2024-308,,True,NONE,"[""BAR332665"", ""RFID51275"", ""QR5521""]",98,N/A,,0,,0.46,Life_Support,ACTIVE
000263,Oxygen_Tanks_012,Essential_Supplies,Oxygen_Tanks,127.2,36.8,112.1,20.42,AMBIENT,LOT2024-263,,True,NONE,"[""BAR950472"", ""RFID84774""]",81,N/A,,0,,0.46,Life_Support,IN_USE
000264,Oxygen_Tanks_013,Essential_Supplies,Oxygen_Tanks,164.8,46.6,185.1,83.37,AMBIENT,LOT2026-828,,True,NONE,"[""BAR704277"", ""RFID17329""]",71,N/A,,0,,0.18,Life_Support,SCHEDULED
000265,Oxygen_Tanks_014,Essential_Supplies,Oxygen_Tanks,188.1,40.1,174.1,90.23,AMBIENT,LOT2024-313,,True,NONE,"[""BAR649855"", ""RFID80769""]",65,N/A,,0,,0.18,Life_Support,ACTIVE
000266,Oxygen_Tanks_015,Essential_Supplies,Oxygen_Tanks,144.5,149.7,214.2,90.84,AMBIENT,LOT2025-152,,True,NONE,"[""BAR238610"", ""RFID72371""]",97,N/A,,0,,0.04,Life_Support,ACTIVE
000267,Oxygen_Tanks_016,Essential_Supplies,Oxygen_Tanks,115.3,121.7,46.1,17.91,AMBIENT,LOT2026-201,,True,NONE,"[""BAR688426"", ""RFID78714"", ""QR2173""]",100,N/A,,0,,0.15,Life_Support,ACTIVE
000268,Oxygen_Tanks_017,Essential_Supplies,Oxygen_Tanks,127.9,39.1,102.7,45.1,AMBIENT,LOT2024-789,,True,NONE,"[""BAR419625"", ""RFID55838""]",77,N/A,,0,,0.5,Life_Support,ACTIVE
000269,Oxygen_Tanks_018,Essential_Supplies,Oxygen_Tanks,37.6,127.3,59.9,46.11,AMBIENT,LOT2024-890,,True,PRESSURIZED,"[""BAR972881"", ""QR2823""]",70,N/A,,0,,0.17,Life_Support,ACTIVE
000270,Oxygen_Tanks_019,Essential_Supplies,Oxygen_Tanks,155.8,51.5,129.3,90.54,AMBIENT,LOT2024-712,,True,NONE,"[""BAR832697"", ""RFID59362""]",100,N/A,,0,,0.34,Life_Support,ACTIVE
000271,Oxygen_Tanks_020,Essential_Supplies,Oxygen_Tanks,78.3,123.6,143.6,8.26,AMBIENT,LOT2026-873,,False,NONE,"[""BAR792165"", ""RFID24141"", ""QR7332""]",65,N/A,,0,,0.13,Life_Support,ACTIVE
000272,Oxygen_Tanks_021,Essential_Supplies,Oxygen_Tanks,46.9,64.4,193.4,64.72,AMBIENT,LOT2026-949,,True,NONE,"[""BAR847078"", ""RFID42426""]",76,N/A,,0,,0.17,Life_Support,ACTIVE
000273,Oxygen_Tanks_022,Essential_Supplies,Oxygen_Tanks,33.1,110.5,91.1,37.67,AMBIENT,LOT2025-912,,True,CORROSIVE,"[""BAR954441""]",97,N/A,,0,,0.48,Life_Support,ACTIVE
000274,Oxygen_Tanks_023,Essential_Supplies,Oxygen_Tanks,96.8,42.2,166.0,63.44,AMBIENT,LOT2025-994,,True,NONE,"[""BAR427557""]",79,N/A,,0,,0.28,Life_Support,ACTIVE
000275,Oxygen_Tanks_024,Essential_Supplies,Oxygen_Tanks,122.0,125.0,192.5,38.46,WARM,LOT2024-672,,True,NONE,"[""BAR692282""]",98,N/A,,0,,0.29,Life_Support,DISPOSED
000276,Oxygen_Tanks_025,Essential_Supplies,Oxygen_Tanks,84.0,135.0,165.4,92.32,N/A,LOT2026-957,,True,NONE,"[""BAR961613""]",91,N/A,,0,,0.15,Life_Support,IN_USE
000277,Oxygen_Tanks_026,Essential_Supplies,Oxygen_Tanks,61.4,120.3,142.4,33.49,AMBIENT,LOT2024-368,,False,NONE,"[""BAR183336"", ""RFID72469"", ""QR8680""]",79,N/A,,0,,0.36,Life_Support,ACTIVE
000278,Oxygen_Tanks_027,Essential_Supplies,Oxygen_Tanks,113.5,42.2,58.7,5.8,WARM,LOT2024-761,,False,NONE,"[""BAR803950""]",65,N/A,,0,,0.05,Life_Support,WASTE
000279,Oxygen_Tanks_028,Essential_Supplies,Oxygen_Tanks,177.4,86.2,85.0,55.99,AMBIENT,LOT2026-753,,True,NONE,"[""BAR964371"", ""RFID51012""]",80,N/A,,0,,0.47,Life_Support,ACTIVE
000280,Oxygen_Tanks_029,Essential_Supplies,Oxygen_Tanks,139.0,113.0,27.7,14.9,AMBIENT,LOT2026-551,,True,TOXIC,"[""BAR514828"", ""QR7347""]",94,N/A,,0,,0.27,Life_Support,ACTIVE
000281,Oxygen_Tanks_030,Essential_Supplies,Oxygen_Tanks,79.5,74.8,80.9,99.66,AMBIENT,LOT2024-707,,True,NONE,"[""BAR642081""]",94,N/A,,0,,0.33,Life_Support,ACTIVE
000282,Oxygen_Tanks_031,Essential_Supplies,Oxygen_Tanks,60.6,98.2,198.9,66.48,AMBIENT,LOT2024-465,,True,NONE,"[""BAR718990""]",90,N/A,,0,,0.44,Life_Support,ACTIVE
000283,Oxygen_Tanks_032,Essential_Supplies,Oxygen_Tanks,140.3,113.9,52.8,88.52,AMBIENT,LOT2025-088,,True,NONE,"[""BAR649262"", ""RFID77065""]",70,N/A,,0,,0.1,Life_Support,ACTIVE
000284,Oxygen_Tanks_033,Essential_Supplies,Oxygen_Tanks,59.1,66.9,194.3,103.8,AMBIENT,LOT2026-053,,True,NONE,"[""BAR539963"", ""RFID68491"", ""QR3960""]",75,N/A,,0,,0.08,Life_Support,ACTIVE
000285,Oxygen_Tanks_034,Essential_Supplies,Oxygen_Tanks,135.8,56.6,111.7,102.94,AMBIENT,LOT2025-244,,True,NONE,"[""BAR327408"", ""RFID72352""]",99,N/A,,0,,0.23,Life_Support,ACTIVE
000286,Oxygen_Tanks_035,Essential_Supplies,Oxygen_Tanks,180.0,59.8,145.7,98.77,COLD,LOT2026-358,,False,NONE,"[""BAR138504"", ""RFID14250""]",78,N/A,,0,,0.42,Life_Support,ACTIVE
000287,Oxygen_Tanks_036,Essential_Supplies,Oxygen_Tanks,38.3,77.1,55.6,81.31,AMBIENT,LOT2026-369,,True,NONE,"[""BAR137581"", ""RFID49229""]",100,N/A,,0,,0.45,Life_Support,PLANNED
000288,Oxygen_Tanks_037,Essential_Supplies,Oxygen_Tanks,173.4,33.1,114.2,16.4,AMBIENT,LOT2024-713,,True,NONE,"[""BAR319205"", ""RFID24326""]",82,N/A,,0,,0.49,Life_Support,ACTIVE
000289,Oxygen_Tanks_038,Essential_Supplies,Oxygen_Tanks,153.1,100.6,177.6,85.4,AMBIENT,LOT2026-589,,True,NONE,"[""BAR753518"", ""RFID27001""]",92,N/A,,0,,0.26,Life_Support,IN_USE
000290,Oxygen_Tanks_039,Essential_Supplies,Oxygen_Tanks,167.4,135.5,66.5,36.28,COLD,LOT2024-756,,True,PRESSURIZED,"[""BAR989265"", ""RFID90649""]",77,N/A,,0,,0.22,Life_Support,ACTIVE
000291,Oxygen_Tanks_040,Essential_Supplies,Oxygen_Tanks,138.4,26.4,60.2,35.23,AMBIENT,LOT2025-786,,True,NONE,"[""BAR106429"", ""RFID53684""]",69,N/A,,0,,0.37,Life_Support,ACTIVE
000292,Oxygen_Tanks_041,Essential_Supplies,Oxygen_Tanks,59.9,66.3,87.6,81.35,AMBIENT,LOT2025-160,,False,NONE,"[""BAR757667"", ""RFID80381""]",95,N/A,,0,,0.24,Life_Support,PLANNED
000293,Oxygen_Tanks_042,Essential_Supplies,Oxygen_Tanks,39.5,90.1,133.0,82.03,AMBIENT,LOT2026-340,,True,NONE,"[""BAR938373""]",100,N/A,,0,,0.05,Life_Support,ACTIVE
000294,Carbon_Dioxide_Scrubbers_001,Essential_Supplies,Carbon_Dioxide_Scrubbers,197.2,103.3,188.5,69.38,AMBIENT,LOT2025-723,,True,NONE,"[""BAR999488"", ""RFID14145"", ""QR2422""]",89,N/A,,0,,0.26,Life_Support,ACTIVE
000295,Carbon_Dioxide_Scrubbers_002,Essential_Supplies,Carbon_Dioxide_Scrubbers,191.6,52.0,80.5,15.24,AMBIENT,LOT2025-519,,True,NONE,"[""BAR126146"", ""RFID75543"", ""QR6572""]",67,N/A,,0,,0.46,Life_Support,IN_USE
000296,Carbon_Dioxide_Scrubbers_003,Essential_Supplies,Carbon_Dioxide_Scrubbers,161.8,42.9,194.4,99.01,AMBIENT,LOT2026-038,,True,NONE,"[""BAR581682"", ""RFID78464"", ""QR6095""]",98,N/A,,0,,0.47,Life_Support,ACTIVE
000297,Carbon_Dioxide_Scrubbers_004,Essential_Supplies,Carbon_Dioxide_Scrubbers,44.8,83.4,29.2,63.43,COLD,LOT2026-914,,True,NONE,"[""BAR320039"", ""RFID35237"", ""QR9720""]",84,N/A,,0,,0.17,Life_Support,ACTIVE
000298,Carbon_Dioxide_Scrubbers_005,Essential_Supplies,Carbon_Dioxide_Scrubbers,55.4,59.2,23.1,75.51,AMBIENT,LOT2026-327,,False,NONE,"[""BAR384218"", ""RFID47128""]",97,N/A,,0,,0.1,Life_Support,ACTIVE
000299,Carbon_Dioxide_Scrubbers_006,Essential_Supplies,Carbon_Dioxide_Scrubbers,121.9,31.3,25.8,108.59,AMBIENT,LOT2025-184,,True,CORROSIVE,"[""BAR838908"", ""RFID87693""]",68,N/A,,0,,0.35,Life_Support,ACTIVE
000300,Carbon_Dioxide_Scrubbers_007,Essential_Supplies,Carbon_Dioxide_Scrubbers,86.5,49.8,171.7,97.5,N/A,LOT2025-582,,True,NONE,"[""BAR238197"", ""RFID71377"", ""QR6085""]",70,N/A,,0,,0.35,Life_Support,IN_USE
000301,Carbon_Dioxide_Scrubbers_008,Essential_Supplies,Carbon_Dioxide_Scrubbers,69.4,53.0,192.2,74.8,AMBIENT,LOT2026-339,,True,NONE,"[""BAR927094""]",88,N/A,,0,,0.25,Life_Support,ACTIVE
000302,Carbon_Dioxide_Scrubbers_009,Essential_Supplies,Carbon_Dioxide_Scrubbers,111.4,130.7,76.5,43.14,AMBIENT,LOT2026-816,,True,NONE,"[""BAR212178"", ""RFID95124"", ""QR5949""]",73,N/A,,0,,0.28,Life_Support,ACTIVE
000303,Carbon_Dioxide_Scrubbers_010,Essential_Supplies,Carbon_Dioxide_Scrubbers,135.5,93.5,214.8,47.29,AMBIENT,LOT2025-804,,True,NONE,"[""BAR556501"", ""RFID54852""]",86,N/A,,0,,0.13,Life_Support,ACTIVE
000304,Carbon_Dioxide_Scrubbers_011,Essential_Supplies,Carbon_Dioxide_Scrubbers,188.2,96.8,117.3,71.88,AMBIENT,LOT2024-316,,True,CORROSIVE,"[""BAR525505"", ""RFID24253""]",94,N/A,,0,,0.31,Life_Support,PLANNED
000305,Carbon_Dioxide_Scrubbers_012,Essential_Supplies,Carbon_Dioxide_Scrubbers,139.6,32.7,63.5,18.39,AMBIENT,LOT2025-545,,True,NONE,"[""BAR405663"", ""RFID85750""]",65,N/A,,0,,0.12,Life_Support,SCHEDULED
000306,Carbon_Dioxide_Scrubbers_013,Essential_Supplies,Carbon_Dioxide_Scrubbers,165.0,109.9,203.7,112.53,N/A,LOT2026-523,,False,NONE,"[""BAR523831""]",87,N/A,,0,,0.05,Life_Support,WASTE_DEPLETED
000307,Carbon_Dioxide_Scrubbers_014,Essential_Supplies,Carbon_Dioxide_Scrubbers,30.1,95.0,215.7,14.94,AMBIENT,LOT2026-605,,True,NONE,"[""BAR513420"", ""RFID60173""]",83,N/A,,0,,0.23,Life_Support,ACTIVE
000308,Carbon_Dioxide_Scrubbers_015,Essential_Supplies,Carbon_Dioxide_Scrubbers,53.6,94.4,188.7,44.51,AMBIENT,LOT2026-129,,True,NONE,"[""BAR240800"", ""RFID94985"", ""QR8974""]",91,N/A,,0,,0.34,Life_Support,BROKEN
000309,Carbon_Dioxide_Scrubbers_016,Essential_Supplies,Carbon_Dioxide_Scrubbers,53.3,125.7,192.0,107.44,AMBIENT,LOT2025-566,,True,NONE,"[""BAR959907"", ""RFID56570"", ""QR7959""]",92,N/A,,0,,0.31,Life_Support,ACTIVE
000310,Carbon_Dioxide_Scrubbers_017,Essential_Supplies,Carbon_Dioxide_Scrubbers,70.2,87.7,102.2,66.45,COLD,LOT2026-378,,True,CORROSIVE,"[""BAR218661"", ""RFID20494"", ""QR9624""]",88,N/A,,0,,0.49,Life_Support,BROKEN
000311,Carbon_Dioxide_Scrubbers_018,Essential_Supplies,Carbon_Dioxide_Scrubbers,109.0,34.8,198.0,12.44,AMBIENT,LOT2026-080,,True,NONE,"[""BAR817303"", ""RFID85973""]",95,N/A,,0,,0.05,Life_Support,ACTIVE
000312,Carbon_Dioxide_Scrubbers_019,Essential_Supplies,Carbon_Dioxide_Scrubbers,109.7,89.1,113.8,88.59,AMBIENT,LOT2025-297,,True,NONE,"[""BAR275645"", ""RFID88333""]",91,N/A,,0,,0.37,Life_Support,ACTIVE
000313,Carbon_Dioxide_Scrubbers_020,Essential_Supplies,Carbon_Dioxide_Scrubbers,110.4,46.1,30.3,118.86,AMBIENT,LOT2024-872,,True,PRESSURIZED,"[""BAR921834"", ""RFID27372""]",66,N/A,,0,,0.15,Life_Support,ACTIVE
000314,Carbon_Dioxide_Scrubbers_021,Essential_Supplies,Carbon_Dioxide_Scrubbers,132.6,138.8,167.8,79.78,AMBIENT,LOT2026-242,,True,NONE,"[""BAR608473"", ""RFID79125""]",88,N/A,,0,,0.18,Life_Support,ACTIVE
000315,Carbon_Dioxide_Scrubbers_022,Essential_Supplies,Carbon_Dioxide_Scrubbers,188.8,44.3,119.2,119.24,AMBIENT,LOT2026-172,,True,NONE,"[""BAR321099"", ""RFID55229"", ""QR5331""]",89,N/A,,0,,0.38,Life_Support,ACTIVE
000316,Carbon_Dioxide_Scrubbers_023,Essential_Supplies,Carbon_Dioxide_Scrubbers,97.8,62.7,169.2,90.79,AMBIENT,LOT2025-486,,True,NONE,"[""BAR375382"", ""RFID66981"", ""QR8353""]",99,N/A,,0,,0.2,Life_Support,ACTIVE
000317,Carbon_Dioxide_Scrubbers_024,Essential_Supplies,Carbon_Dioxide_Scrubbers,192.5,37.2,126.3,43.75,AMBIENT,LOT2025-344,,True,NONE,"[""BAR383457"", ""RFID22881"", ""QR7408""]",92,N/A,,0,,0.24,Life_Support,ACTIVE
000318,Carbon_Dioxide_Scrubbers_025,Essential_Supplies,Carbon_Dioxide_Scrubbers,144.2,121.3,124.0,81.97,AMBIENT,LOT2024-013,,True,TOXIC,"[""BAR531225"", ""RFID23619""]",76,N/A,,0,,0.19,Life_Support,IN_USE
000319,Carbon_Dioxide_Scrubbers_026,Essential_Supplies,Carbon_Dioxide_Scrubbers,35.8,102.4,31.4,72.11,N/A,LOT2026-981,,True,NONE,"[""BAR225805"", ""RFID89257"", ""QR4027""]",78,N/A,,0,,0.45,Life_Support,ACTIVE
000320,Carbon_Dioxide_Scrubbers_027,Essential_Supplies,Carbon_Dioxide_Scrubbers,109.4,142.0,147.8,110.88,AMBIENT,LOT2026-789,,True,NONE,"[""BAR907528"", ""RFID31229""]",82,N/A,,0,,0.15,Life_Support,ACTIVE
000321,Carbon_Dioxide_Scrubbers_028,Essential_Supplies,Carbon_Dioxide_Scrubbers,199.3,57.3,182.6,23.0,AMBIENT,LOT2026-403,,False,NONE,"[""BAR287110"", ""RFID24212"", ""QR8065""]",69,N/A,,0,,0.12,Life_Support,ACTIVE
000322,Carbon_Dioxide_Scrubbers_029,Essential_Supplies,Carbon_Dioxide_Scrubbers,151.6,37.9,34.6,69.42,AMBIENT,LOT2024-669,,False,CORROSIVE,"[""BAR771440"", ""RFID14959""]",81,N/A,,0,,0.15,Life_Support,IN_USE
000323,Carbon_Dioxide_Scrubbers_030,Essential_Supplies,Carbon_Dioxide_Scrubbers,127.7,89.4,208.0,59.9,AMBIENT,LOT2024-554,,True,NONE,"[""BAR336817"", ""RFID73185"", ""QR9770""]",92,N/A,,0,,0.47,Life_Support,ACTIVE
000324,Carbon_Dioxide_Scrubbers_031,Essential_Supplies,Carbon_Dioxide_Scrubbers,98.1,104.0,211.8,12.7,AMBIENT,LOT2025-779,,True,NONE,"[""BAR903741"", ""RFID36623"", ""QR1644""]",99,N/A,,0,,0.48,Life_Support,ACTIVE
000325,Carbon_Dioxide_Scrubbers_032,Essential_Supplies,Carbon_Dioxide_Scrubbers,96.3,38.3,157.8,59.41,AMBIENT,LOT2024-026,,True,NONE,"[""BAR854701"", ""QR7369""]",93,N/A,,0,,0.05,Life_Support,ACTIVE
000326,Carbon_Dioxide_Scrubbers_033,Essential_Supplies,Carbon_Dioxide_Scrubbers,120.8,129.3,109.9,119.51,AMBIENT,LOT2026-044,,False,NONE,"[""BAR525205"", ""RFID95701""]",67,N/A,,0,,0.24,Life_Support,ACTIVE
000327,Carbon_Dioxide_Scrubbers_034,Essential_Supplies,Carbon_Dioxide_Scrubbers,55.3,97.4,205.0,6.35,AMBIENT,LOT2024-249,,True,PRESSURIZED,"[""BAR835363"", ""RFID11882"", ""QR1818""]",74,N/A,,0,,0.45,Life_Support,PLANNED
000328,Carbon_Dioxide_Scrubbers_035,Essential_Supplies,Carbon_Dioxide_Scrubbers,133.9,129.4,32.8,98.46,AMBIENT,LOT2024-065,,True,NONE,"[""BAR943530"", ""RFID54216""]",72,N/A,,0,,0.49,Life_Support,ACTIVE
000329,Carbon_Dioxide_Scrubbers_036,Essential_Supplies,Carbon_Dioxide_Scrubbers,195.9,97.0,47.5,100.7,AMBIENT,LOT2025-065,,False,NONE,"[""BAR226610"", ""RFID64415"", ""QR7060""]",78,N/A,,0,,0.29,Life_Support,ACTIVE
000330,Carbon_Dioxide_Scrubbers_037,Essential_Supplies,Carbon_Dioxide_Scrubbers,36.9,37.5,189.5,74.27,COLD,LOT2024-008,,True,NONE,"[""BAR288128""]",75,N/A,,0,,0.3,Life_Support,ACTIVE
000331,Carbon_Dioxide_Scrubbers_038,Essential_Supplies,Carbon_Dioxide_Scrubbers,164.7,84.5,45.4,18.88,AMBIENT,LOT2024-626,,True,NONE,"[""BAR825272"", ""RFID33593""]",82,N/A,,0,,0.31,Life_Support,ACTIVE
000332,Carbon_Dioxide_Scrubbers_039,Essential_Supplies,Carbon_Dioxide_Scrubbers,81.2,77.3,131.5,24.64,N/A,LOT2026-520,,True,NONE,"[""BAR329927"", ""RFID92111""]",98,N/A,,0,,0.15,Life_Support,ACTIVE
000333,Carbon_Dioxide_Scrubbers_040,Essential_Supplies,Carbon_Dioxide_Scrubbers,146.5,146.1,114.9,22.81,AMBIENT,LOT2024-446,,True,NONE,"[""BAR363592"", ""RFID69394"", ""QR1859""]",67,N/A,,0,,0.46,Life_Support,ACTIVE
